飞书路径	类型	Token	名称	状态
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/深化设计要求模版/点位统计表.xlsx	file	DLVWbNANSotoucxk5Nrckq0HnRe	点位统计表.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/深化设计要求模版/深化设计对比清单.xlsx	file	JAfYbfO2woW2rAxGKLnc1VOKndd	深化设计对比清单.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/深化设计要求模版/深化设计偏差表.xlsx	file	SZQvbKcMRoeAmFxuCZvcyysynZe	深化设计偏差表.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/深化设计要求模版/企业微信截图_17061497503714.png	file	QQgVbi1bXoHygRxx5FicjudOn4d	企业微信截图_17061497503714.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/样板间设备	sheet	WFg9ssB06hibNntzvHZcnQZ7nyc	样板间设备	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/广州机场工作量评估	sheet	U3gVsAcMuh5P1Lt6ILYc4qdPngb	广州机场工作量评估	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/广州机场T3综合定位系统深化设计汇报20241010	slides	AJjTsPZ3Ely8S8dbTdhcFRZPnVh	广州机场T3综合定位系统深化设计汇报20241010	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/表C.2.5 深化设计图会审记录（续表）240927	docx	VxgOdsTOwoNCnwx1sjhcuhM2nFT	表C.2.5 深化设计图会审记录（续表）240927	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/015   装饰观摩路线现场情况表	sheet	Ss2PsDF5hhjq08tgdQtcuJswnke	015   装饰观摩路线现场情况表	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/综合定位系统网络需求表20240926	sheet	TU3GsT4vNhSmwPtXstzczjySnSc	综合定位系统网络需求表20240926	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/表C.2.5 深化设计图会审记录（续表）240927	docx	U1skdmEvUoCVnvx4Anec0S73nWc	表C.2.5 深化设计图会审记录（续表）240927	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/广州机场T3综合定位系统深化设计汇报20240919	slides	Tr2xsMYQFl5qRWdVyofcfDxRnRc	广州机场T3综合定位系统深化设计汇报20240919	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/综合定位系统深化设计对比清单20240909	sheet	VmzLsDByGhpDfgtrZWYcODzpnDB	综合定位系统深化设计对比清单20240909	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/深化设计偏差表240909	sheet	HFSds6jeshsraItGBmhcIbxcnJe	深化设计偏差表240909	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/广州机场T3综合定位系统深化设计汇报	slides	N1krstalxlMC40d76kQcrltsnNb	广州机场T3综合定位系统深化设计汇报	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/需求分析报告（综合定位系统）.docx	file	RBkibGcEYoeHvrxQoZvc0jasnhb	需求分析报告（综合定位系统）.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/系统需求规格说明书（综合定位系统）.docx	file	N68Ob4LMlo4xxrxfC3XcJhQFnec	系统需求规格说明书（综合定位系统）.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目文档/身份认证中心-接口集成指南-20240410	docx	IKlSdDFODoakp1xPW0NckFXxnzd	身份认证中心-接口集成指南-20240410	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B2.pdf	file	F3Lzbv08eoZS7fxMmB6chZ45nRf	T3B2.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B2.png	file	ZGpEbtUT3o3MOgxUgP5cZEpyntb	T3B2.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B14.pdf	file	FnAXbkA59ojJY4xLrdWcivPGnQc	T3B14.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B14.png	file	Tu1Pb1VGhoTygex8nd1c7AtinLh	T3B14.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B1J.pdf	file	D0bEbxXtFor9BcxUVWlc47rsnLb	T3B1J.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3B1J.png	file	TPOVbsj5BoIPc9xwuLGc0ZPAnNg	T3B1J.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F2.png	file	KkshbDONlo4Bxxx5XHLc303an5d	T3F2.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F1.pdf	file	LlAvbvc8SoSMBwxi44BcKFS8ngc	T3F1.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F3.png	file	OCGyb5CTtoxADkxXX3NcH1oYnHc	T3F3.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F1.png	file	UaG1bwiK0obvojxn9hLcErBHnSd	T3F1.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F3.pdf	file	CCcCbJgjFoNpoTxnCLEcrWHnnLh	T3F3.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F2.pdf	file	DbssbOazAoPP4HxrxezcdQplnBf	T3F2.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/.DS_Store	file	MO3gbZF92oiCvXxF7GCcbBkdnhd	.DS_Store	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/1F参照.png	file	RkLcbFEoAo0pq9xSOHTcT8GunZd	1F参照.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F4.png	file	CM3pb7r6UoTloRxFXmPc3OFMnQf	T3F4.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F5.png	file	FOyBbh9YloSBxZx3FQZc6uKDncg	T3F5.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/楼层名.png	file	T2oXbR2y4oAFqzxfZlncoMyTnOe	楼层名.png	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F5.pdf	file	BWMEbKzSQoGRaexIRtsc4Rl4nBd	T3F5.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/T3航站楼效果图片/T3F4.pdf	file	K7NgbQSuQoXo05xcg8Qc7lU0nwh	T3F4.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/地图图片/室外.jpg	file	Wng4bOwiloEbwKxWu5jc9Lj8nMb	室外.jpg	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/需求调研/需要在深化设计阶段明确的事项（三标）.xlsx	file	VpfhbjxiPo5SEHxaMZOci90dn2f	需要在深化设计阶段明确的事项（三标）.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/需求调研/需求调研计划（弱电三标第一轮）.xlsx	file	FT4HbBYrYo1qlWxyHbKcIbkEnzc	需求调研计划（弱电三标第一轮）.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/需求调研/需求调研计划（综合定位系统）.docx	file	MgCGbw1k4o2cFrxpeZYcz21Xnhb	需求调研计划（综合定位系统）.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/02-行李全流程跟踪系统/EL-T3-XLZZXT-S-01（行李追踪系统功能图）.dwl	file	Fu7dbBZy9oje8IxEk57cXer0nIg	EL-T3-XLZZXT-S-01（行李追踪系统功能图）.dwl	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/02-行李全流程跟踪系统/EL-T3-XLZZXT-S-01（行李追踪系统功能图）.dwl2	file	FCeGbAF65ou3YOxOsNecECRPn8y	EL-T3-XLZZXT-S-01（行李追踪系统功能图）.dwl2	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/03-大运控协同管理平台/EL-XXGC-DYH-S-01（大运控协同管理平台部署图）.dwl2	file	RPDTbn87jodjXZx2MRxczROinCb	EL-XXGC-DYH-S-01（大运控协同管理平台部署图）.dwl2	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/03-大运控协同管理平台/EL-XXGC-DYH-S-01（大运控协同管理平台部署图）.dwl	file	Hls5bTuVwoXwkyxVe3mc1WKqnSb	EL-XXGC-DYH-S-01（大运控协同管理平台部署图）.dwl	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/01-机场地理信息系统、应急指挥系统/.DS_Store	file	DqBxbboywoPrsJxDXSIcPeRenKg	.DS_Store	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/20230913第三标段图纸+-+CAD/.DS_Store	file	R3W9buRmpodDh8xR4agcqfu1nBg	.DS_Store	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/✅机场任务管理	bitable	PLw6bQFY0azlLlsKMoKclePVnxb	✅机场任务管理	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/✅机场任务	bitable	A9NpbHhPgafD4osRWROcWPydnse	✅机场任务	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州白云国际机场三期扩建项目-综合定位（室内定位系统）-接口规范-V1.0.2.docx	file	UGbJbaqiUoWBJaxH4Hpc9totngd	广州白云国际机场三期扩建项目-综合定位（室内定位系统）-接口规范-V1.0.2.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/陪伴运行应急处置措施系统编辑参考模板.docx	file	I0hAb0OW5oROwMxT2fjc6GROn2g	陪伴运行应急处置措施系统编辑参考模板.docx	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/【手推车任务管理】完成进度表.xlsx	file	DdmtbLRcAoWnRmxaAY5cajBbnof	【手推车任务管理】完成进度表.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/T3综合定位系统测评资产调研20250811.xlsx	file	Q4KrbdRUIoD8sAxCg7jcCVUwnsh	T3综合定位系统测评资产调研20250811.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/T3弱电（三标段）网络策略申请开通登记表.xlsx	file	WvuBbgQYgobrKIx8kLccyTxxnOw	T3弱电（三标段）网络策略申请开通登记表.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/HCS安全策略申请表.xlsx	file	CCqQbHeDyoBSE4xatNYcE3AWnvc	HCS安全策略申请表.xlsx	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/patrol_v1.0.apk	file	OyBCbUxswoYZHNx466ecMOOHnjd	patrol_v1.0.apk	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/渗透测试系统域名调研 - 综合定位系统.xlsx	file	LtVjb7KwwoG7d6x7r8bcVthVnvh	渗透测试系统域名调研 - 综合定位系统.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/三检 -综合定位系统-广州白云国际机场三期扩建工.xlsx	file	S23tbldIpokF8Kxch3GcAax2nPG	三检 -综合定位系统-广州白云国际机场三期扩建工.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/白云机场三期业务资源规划调研-弱电三标20250327-服务器发放情况0327(1).xlsx	file	FxVybk38downmbxab1Sc4kxenDc	白云机场三期业务资源规划调研-弱电三标20250327-服务器发放情况0327(1).xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/02-备案系统表_XXXX-三级.doc	file	LmzXb8lQSoJILaxzjYXcu1AWn6c	02-备案系统表_XXXX-三级.doc	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/系统域名调研表（主要填标黄部分）.xlsx	file	DYShbuUluo4dttxHgFdcyLm5nvf	系统域名调研表（主要填标黄部分）.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/白云机场三期业务资源规划调研-弱电三标20250327-服务器发放情况0327.xlsx	file	IndvbCShXogH9DxIEjbcyKaqnBb	白云机场三期业务资源规划调研-弱电三标20250327-服务器发放情况0327.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/系统域名调研表（主要填标黄部分）	sheet	XgaksEdpZh2P18td6aEc1smNndc	系统域名调研表（主要填标黄部分）	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州白云机场T3综合定位系统解决方案	slides	SUNYsQHHRlsqRbd3SBdcH0OEnyZ	广州白云机场T3综合定位系统解决方案	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/综合定位系统网络需求表20240926	sheet	S2RDswXG4hlYCmtQKVMcWUP4nCc	综合定位系统网络需求表20240926	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/样板间设备	sheet	B0hUsnkcshsoWpticWFcvUEOnZf	样板间设备	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目施工计划进度表	sheet	QesCsQWpNhettFt7DAkcVtSKnch	项目施工计划进度表	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/项目情况汇报	docx	Qd1kdHm9lou4GpxZJuRckerQnFb	项目情况汇报	✅ 已迁移(md)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/系统建设清单	docx	XsPQdVzUKo5wH5xfT94cVMRCngb	系统建设清单	✅ 已迁移(md)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/系统功能清单	docx	WdNtdRhPxoN8VoxwzI5cjocCntK	系统功能清单	✅ 已迁移(md)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/文档要求	sheet	Xp61s99BchOIectV2NkcTdfYnUd	文档要求	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/集团云数据中心堡垒机权限申请-综合定位系统-	sheet	D5x5sP4whhDBWBtC3L0clKOLnib	集团云数据中心堡垒机权限申请-综合定位系统-	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场工作量评估	sheet	M3i6sXhp4hpMPEtfRmOc8cF3nHx	广州机场工作量评估	✅ 已迁移(文件)
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场工作量评估.20241224160258637	sheet	H69Vs4AjlhHdFStq2HjcBGRUnPc	广州机场工作量评估.20241224160258637	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场T3综合定位系统深化设计汇报20241010	slides	ENrjsAtoHlBBhJddsbfcaViTnP5	广州机场T3综合定位系统深化设计汇报20241010	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场T3综合定位系统深化设计汇报20241009	slides	ZZfEsCE3Ilb1rAdXXrhcJ6Iynld	广州机场T3综合定位系统深化设计汇报20241009	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场T3综合定位系统深化设计汇报20240919	slides	KLLEsPwXaljfS3dbcR4cBYHQn1g	广州机场T3综合定位系统深化设计汇报20240919	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场T3综合定位系统深化设计汇报	slides	Qr0ksdNZ5lOUsxdG3RocQ0ohnjd	广州机场T3综合定位系统深化设计汇报	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州机场T3航显系统深化设计汇报（模板）	slides	Dx3us2PYAlpajMduhPwcFFTjnef	广州机场T3航显系统深化设计汇报（模板）	❌ 未迁移
云空间/莱讯科技/项目资料管理/004. 广州机场-综合定位/广州白云机场T3综合定位系统解决方案v1.0	slides	Yaoas3t9NlYil2dMw2RcN4dFnah	广州白云机场T3综合定位系统解决方案v1.0	❌ 未迁移
